Phone_use,Percentage,Sex,,,,,,,,,,
Yes,0.02722,Male,,,,,,,,,,
No,0.9728,Male,,,,,,,,,,
Yes,0.047,Female,,,,,,,,,,
No,0.9529,Female,,,,,,,,,,
Yes,0.036345776,All,,,,,,,,,,
No,0.963654224,All,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,, 
